,ID,发表时间,满意度,评论
0,16563232140,2021-11-02 23:57:18,5,笔记本包装的非常好，铝合金材质，很结实。打开电脑时，开机很快，画质很清楚，很细腻。键盘的手感非常棒，打字速度很快。充电器很轻便，充电速度很快。银色的看着非常的好看。
1,16623546504,2021-11-11 22:36:02,5,外包装很好，银色的很喜欢。开机非常快，自动完成系统安装，还可以语音对话哦，很智能。运行速度很快，画面清晰。而且非常轻薄，适合我这种带电脑工作的人。超级喜欢数字小键盘，录入数字快多了。键盘底部有光，手感也很好哦。还有指纹识别，太赞啦！
2,16585813015,2021-11-06 12:51:00,5,颜值真的很高！ 14寸刚刚好 带出门也很方便找惠管家远程操作分盘和激活Office 真的绝绝子！新手第一台电脑 整体都很流畅 指纹解锁也很灵敏 键盘的手感好好  打字真的很爽哈哈哈 声音也很小
3,15834476088,2021-06-19 17:16:13,5,"运行速度：非常快，开机10秒，关机3秒。
屏幕效果：色彩靓丽，显示细腻。

散热性能：运行1个小时没感觉热，风扇噪音几乎没有。
外形外观：一如既往的漂亮大方。
轻薄程度：轻薄便携。
其他特色：不愧是大品牌，质量信得过。"
4,16578177365,2021-11-05 08:08:13,5,选14寸 i7真的是选对了！开机及程序的运行速度超快，1.5的键盘敲字也很舒服。外型小巧，看字看表格比13寸的舒服多了。本本挺薄的，不重。女生办公使用完全够用啦！
5,16201760621,2021-08-26 20:35:38,5,在网上挑选了好久笔记本电脑，最终选择了惠普的这款笔记本。铝合金的质感非常棒，外观非常好看。这是我的第一台笔记本电脑，收到货后非常满意。平时用来看网课，很不错，屏幕很清晰，音质也不错，推荐给了同学。纠结了很久电脑尺寸，最后入手15.6寸，电脑很轻，没有想象中的重，大屏观感很不错。惠管家真的很不错，有问题都能得到解决。总而言之，非常满意的一次购物。
6,16228564791,2021-08-31 16:37:05,5,在网上。比较了好久。最终选择了惠普。外观非常的漂亮。屏幕非常的细腻。比我以前的电脑好，n多倍。电脑用起来散热效果非常好，也很轻不是很重。
7,16585950071,2021-11-06 13:17:09,5,电脑非常好，这是家里的第二台惠普电脑了，拿到手还是惊艳到我，太好看了，因为是办公需要，很喜欢15.6这个小键盘，方便，这次又赶上了活动，省了好多米，家里的电器很多都是京东买的，绝对正品，物流快，信赖京东！电脑反应超级快，开机十秒左右，玩游戏也没压力，奈斯。
8,16055279625,2021-07-29 15:42:30,5,对比了好几台笔记本，用到三千八的到手价，很奈斯的看视频图中拿的，最终选择了惠普的这款笔记本，相信大品牌的品质和售后服务，延保了三年，上午下单下午就到了，给力的京东物流，当拆开拿到笔记本后也是挺震撼的，铝合金的质感非常棒，惠普的logo太赞了，接口也是非常的丰富，键盘静音非常舒适、比我之前的笔记本轻了一半，携带非常方便，非常适合移动办公，搏不急待开机后，高色域屏幕非常清晰有质感，，非常适合办公学习，开关机也非常的快，基本听不见风扇的声音，，总之非常的满意！整体颜值棒呆，而且接口真的超丰富，，对于我来说非常的方便，作为最近的新宠，我估计要爱不释手了，这个型号比较了很多才入手的，，运行速度快，9秒就开机了，屏幕也很好，看视频听清晰的，散热效果也非常好，平时工作风扇基本不用工作，外观也非常的前卫，非常适合办公学习用，，而且方便携带，10代i7系统挺给力的.
9,16579996549,2021-11-05 13:36:23,5,"到货很快，包装也不错，外边还有一个纸箱包裹，颜值特别高，全身银色机体，第一次买惠普的本，体验不错，特别是惠管家，从系统激活到office激活，到分盘分区，体验都特别棒，感觉选对了，没有踩坑
屏幕效果：比我之前联想的清楚多了
外形外观：外观简约，大气漂亮
轻薄程度：比较轻薄
散热性能：目前感觉还不错
运行速度：开机速度还可以"
10,16124699462,2021-08-12 18:13:46,5,"穿的舒服颜值超级高，手感非常舒服，15.6寸果然没有让我失望?
这是我的第1台电脑，我觉得非常可以
屏幕效果：很棒，看着很舒服
外形外观：超级漂亮，女孩子简直爱了
轻薄程度：还可以，不是很重"
