,ID,发表时间,满意度,评论
0,16624167468,2021-11-12 00:36:26,5,屏幕不错非常清楚。标配的连接线很多。尤其是带了c to c的线。我用macbookair 自带的线和显示器连不上 试了俩个小时。客服告诉我，你要不试一下自带的c线。我才发现盒子里还有一个原装线。我挠头了俩小时。醉了。完美链接 电脑只占用一个接口，显示器可以当扩展坞用，音响 ，鼠标键盘 屏幕挂灯 都可以用usb接口 很方便 很满意。谢谢客服。
1,16586525747,2021-11-06 14:56:29,5,"观望Macbookair 很久了 
错过了618 
刚好现在是双十一
想了很久看了很久 有iPad 
想入手又考虑不实用
优惠很多 咬牙一下 买了 
收到货 太棒了 真心爱了
值得拥有的一台笔记本电脑?"
2,16575144902,2021-11-04 18:14:31,5,"运行速度：很快。很给力
屏幕效果：可以
散热性能：连续四个小时了。没有发烫
外形外观：颜值高
轻薄程度：薄
其他特色：没有一下乱七八糟的广告"
3,16622771357,2021-11-11 21:09:14,5,"运行速度：速度流畅，办公无压力！
屏幕效果：屏幕没得说，颜色很正！
散热性能：不需要散热，没风扇！
外形外观：超薄，手感超好！
轻薄程度：薄薄薄，铝合金手感棒！
其他特色：像a4一样大！就是没鼠标！"
4,16550648376,2021-11-01 09:18:41,5,"运行速度：流畅
屏幕效果：很细腻
散热性能：基本不发热
外形外观：很美
轻薄程度：很轻薄"
5,16069299604,2021-08-01 16:39:39,5,"运行速度：快，反应非常迅速
屏幕效果：高清，色彩逼真，屏幕更宽，看着非常舒适
散热性能：非常好，长时间运行不热
外形外观：机械感强，做工精细，非常漂亮
轻薄程度：非常薄，但是很沉，给人厚实的感觉
苹果出品，果然是精品，系统也很快就适应了，非常满意的一次购物体验！"
6,16628407179,2021-11-12 16:57:21,5,"运行速度：M1芯片加持的MacBook air火力全开，得益于MAC OS，流畅无比
屏幕效果：比上一代屏幕的色域更广，P3广色域，400尼特的亮度够用了，屏幕高清好看！
散热性能：梦幻无风扇无噪音，用了一天都没噪音！
外形外观：经典MacBook air楔形设计，轻薄无比！
轻薄程度：air就是air，1.29kg，背去上课无压力！"
7,15975075086,2021-07-12 22:55:52,5,"等不到苹果官网的开学优惠了，趁着618优惠的时候入手了。
运行速度：运行速度非常快，当初就是冲着苹果系统没有垃圾，运行流畅买的。
屏幕效果：屏幕显示很清晰
散热性能：这款电脑没有风扇，目前还没有发现散热性能有问题
外形外观：外形很小巧，也比较轻便。我觉得最好的就是它的电池非常经用。"
8,15172819680,2021-01-09 14:12:23,5,"运行速度：M1芯片开天辟地秒天秒地也挺好用了
屏幕效果：高色域屏幕爱了爱了
散热性能：无风扇运行安静散热快
外形外观：太好看了 很精致小巧
轻薄程度：特别轻薄 不是一般的
其他特色：macOS big sur好好用"
9,16605404537,2021-11-09 13:19:53,5,"用起来挺好的 速度很快
运行速度：非常流畅
屏幕效果：显示效果很清晰
散热性能：基本不怎么发热
外形外观：太漂亮了"
10,15939224319,2021-07-07 12:26:23,5,"不错奥不错
运行速度：快
屏幕效果：非常清晰
散热性能：可以，不运行太大的不烫
外形外观：好看轻薄
轻薄程度：薄
其他特色：非常流畅"
11,16619167732,2021-11-11 13:58:01,5,"运行速度：比较流畅，目前就是用来看课
屏幕效果：视觉上也比较不错，
散热性能：目前还体会不到
轻薄程度：不错
外形外观：我非常喜欢"
12,16615391586,2021-11-10 22:51:24,5,M1芯芯片的Macbook Air 8G运行内存 256G固态硬盘，2k视网膜屏，带指纹识别功能  办公 设计无压力 外观精致 键盘手感舒适 ，苹果用起来也很好，物流是真的快。
13,15943077365,2021-07-07 21:18:54,5,"运行速度：M1 yyds，运行速度很快，软件运行十分流畅，很少出现不兼容的情况
屏幕效果：视网膜屏幕，颜色很艳丽，显示很清晰
散热性能：无风扇设计，温度也只是温热，极致安静
外形外观：外观很精致，做工很精细
轻薄程度：非常轻薄"
14,15318712496,2021-02-14 08:55:41,5,第一次使用MacBook，拿到手第一感觉就是真相，哈哈，金属质感太棒了?，真的就是工匠精神，刚开始还担心用不好Macos，玩了一天左右基本顺手了！小巧轻便，真的很不错，适合我这种不打游戏的，哈哈?，而且音质超棒！
15,16615161036,2021-11-10 22:19:23,5,苹果包装真的太Zan啦！层层打开，感觉内盒越来越小，都紧张怕电脑太小了，也很轻。打开的那一刻感觉好好看呀，屏幕也很合适！设计很细节，人性化，希望内存也要够用呀！
16,16567308817,2021-11-03 16:22:25,5,"产品包装精致美观大气，目前用着非常不错，真实评价，希望可以帮到集美们
很满意哦  正在积极探索
产品很好看   高大上  嘿嘿"
17,15840836942,2021-06-20 18:42:26,5,早就看好m1的air了吧。性能很强，一点都不卡，现在软件兼容性上来了，都有专用的m1版本了。续航很牛，视频对话，一小时才10%的电。苹果的做工就是好，很满意。现在的价格也很合适，618比苹果官网的教育优惠还便宜。这款是爆款，很值得推荐。最后还是深空灰好看。牛皮纸的包装很是专业。
18,15494798171,2021-04-03 14:57:07,1,苹果商家客服服务差，业务能力差！
19,16586714695,2021-11-06 15:30:18,5,"运行速度：很快，当然我确实也没打开什么大型软件
屏幕效果：容易沾指纹，显示颜色挺真实
外形外观：深空灰很高级
轻薄程度：对女生很友好，加上充电器也不算重，放书包托特包都可以"
