,ID,发表时间,满意度,评论
0,16493657359,2021-10-21 08:12:19,5,"包装保护：四重保护
外形外观：时尚大气
画面品质：3A游戏开最好特效不卡，很流畅。
跑分评测：还没有跑，会很不错
运行速度：快如闪电
游戏效果：完美"
1,16566914313,2021-11-03 15:16:41,5,"先说一下物流，物流很快，包装也很彻底 再说一次性能，雷神这款的性能还是很不错的，雷神笔记本性价比也高，开机速度什么的不成问题，再不开加速器得情况下，吃鸡十几秒就能进去。总的来说还算满意，先用用看效果
其他特色：全程语音安装助手协助安装，简单方便，键盘带有显示灯，可以自己调节颜色。个性十足。 外观材质：全金属外壳，科技感十足，超薄机身，机身自带logo 显卡效果：下了个单机游戏，运行流畅，雷神笔记本怎么样高清电影流畅无卡顿 电脑性能：整体运行非常稳定，声音很小待机时间长，网络链接稳定"
2,16355771418,2021-09-24 18:40:42,5,"包装保护：一共是四层保护
外形外观：设计感十足  种草
画面品质：画质无解
跑分评测：各大网游没有问题
运行速度：运行速度  贼快
游戏效果：游戏效果全开  不卡顿
很棒????"
3,16293093369,2021-09-12 17:20:12,5,9.11抢购的，到货后迫不及待打开，太多惊喜！首先包装严实，里三层外三层，还有气囊填充?，其次颜值这块雷神大黄蜂真的没话说，张扬而不失优雅，机身强度够硬，屏幕单手可开！按键触感细腻柔和，回馈有力！一键起飞哦不，一键降热那叫真的有力，感觉就像涡轮增压，瞬间马力不断，强力散热！16寸屏幕大小合适，2.5K分辨率外加165HZ刷新率黄金配比！有很多不太明白的地方，客服小铭多次耐心讲解，比如产品性能，购机后如何分区，后期如何加装内存，还有一些关于如何售后的问题，都一一回复，真心很赞??！一开始在天选和拯救者和大黄蜂之间有些犹豫，后来小铭给了我坚定的信念，毅然决定就是它了！希望大黄蜂能给我带来更多的惊喜和快乐，也希望还在犹豫的朋友，可以考虑下这款，i911900配3070显卡，绝大多数游戏已经足以流畅运行了，价格同级别比较也很有优势！
4,16215273572,2021-08-28 21:45:27,5,使用了两天，玩永劫无间一点都没问题，完全能带的起，散热特别快，只要游戏一停，分分钟就把温度降下来了。玩英雄联盟能到200多FPS，特别流畅。物美价廉，直接粉了，散热器，鼠标，键盘也全购回来了，特别的好用。
5,16437285855,2021-10-09 14:26:53,5,"包装保护：三层防护到位
外形外观：科幻风外形酷
画面品质：画质很奈斯
跑分评测：百万跑分，各种游戏都能玩
运行速度：运行速度惊人
游戏效果：游戏流畅度没得挑，性价比之王。"
6,16623393786,2021-11-11 22:18:03,5,"包装保护：还可以
外形外观：非常漂亮，好看
画面品质：清晰，分辨率很高
跑分评测：跑分评测：昂鲁大师将近150w 
运行速度：非常流畅
游戏效果：还没玩，应该没问题"
7,16500687690,2021-10-22 14:35:22,5,太帅了，收到货在宿舍拆开，宿友都替我高兴，外表特别靓丽，黑色的光泽看着很舒坦，键盘的色泽非常黑亮，看着很干净利落，画质也很清晰，完全挑不出毛病，等我宽带装好了再看一下游戏玩起来手感强不强。
8,16110003439,2021-08-09 12:12:56,5,"原来是等联想的虚空之本，但实在是太虚空了，估计按这个趋势等到停产都不一定能买上。拿着几个3a大作实在手痒，看到雷神这一款在配置和价格上都还是比较厚道的，主要它不虚空，所以一冲动直接就下单了，到货很快，凌晨下单当天晚上就送到了。
包装很酷，机器打开外观也是非常酷炫，做工扎实，质感很足。不愧是专业做电竞本的厂商。目前还来不及开游戏玩，等上手了再看看效果如何。"
9,16158724916,2021-08-19 00:19:01,5,笔记本非常的好，不管是外观还是颜色，都非常的好看，而且配置也非常的高。打游戏很流畅，画质清晰，一点都不卡顿，最满意的还是它的颜值，越看越喜欢，????，性价比超高！??????
10,16437041949,2021-10-09 13:40:01,5,"包装保护：4层保护，十分贴心
外形外观：十分大气，设计的十分贴心
画面品质：任何游戏画面问题都不大
跑分评测：跑分评测：速度很快，在同类中比较领先 
运行速度：没有任何问题，加载很快
游戏效果：画面感十足，一点不卡顿"
