,ID,发表时间,满意度,评论
0,16591456714,2021-11-07 11:53:37,5,"隔天就到了，包装严实，笔记本美观.功能用起来也不错，第一天的体验还算是不错的，希望一直保持
轻薄程度：特别好，方便携带
外形外观：美观 精致
屏幕效果：很高清
运行速度：好"
1,16490384003,2021-10-20 15:11:37,5,"电脑很好，颜值超级高，很爱很爱，感觉快变米粉了！值得推荐！！！！！！！！！！！
运行速度：快
屏幕效果：好
散热性能：好
外形外观：棒
轻薄程度：薄"
2,16357222693,2021-09-25 00:48:52,5,"用了一整天，很安静，运行流畅
屏幕效果：颜色不错
散热性能：安静
运行速度：流畅
外形外观：颜值很高，是我喜欢的样子
轻薄程度：小巧，轻薄"
3,16351645237,2021-09-23 21:31:23,5,"用了一周才来评价，真的很不错
运行速度：办公足够用，个人不打游戏
屏幕效果：很舒服，专门有护眼模式
散热性能：基本感觉不到发热
外形外观：比家里2015年买的14寸的电脑小多了，差不多是2/3
轻薄程度：很轻巧，携带方便
其他特色：待机时间长，速度快，物流很给力"
4,16530591852,2021-10-28 11:11:32,5,"总的来说：小米是一如既往的性价比非常高；
做工方面：铝合金外壳，做工很好，不比某果品牌的差；
设计方面：轻薄本、颜值也是非常高，大爱大爱；
运行方面：运行期间都比较安静，运行速度也很快，10秒内就能开机；同时运行几个程序，也没有卡顿的感觉；
散热方面：收到货的第一天，开机连续工作24小时，发热量比较满意，在能接受的范围之内。"
5,16212248873,2021-08-28 12:55:40,5,"运行速度：很给力啊。酷睿比锐龙还是好
屏幕效果：显示优质，很好的屏幕
散热性能：剪视频很给力，本子温度不高
外形外观：外观很喜欢
性价比非常高！！"
6,16484821091,2021-10-19 12:28:07,5,屏幕分辨率高，颜色很正，发布会上看过，所以毅然选择此款红米机器，机身金属材质，做工很细腻，自带的office激活可用，给单位买的，配置各方面都不错，2k屏幕效果就是不一般。
7,16221420999,2021-08-30 09:18:06,5,"运行速度：i5-11320运行起来没话说16gb内存多开不成问题
屏幕效果：2.5k屏幕非常完美 看着色彩程度非常高
散热性能：三种模式不成问题 散热压得住声音也安静"
8,16230286681,2021-08-31 22:43:53,5,今天上午下的单，傍晚就送到了，不愧京东物流，速度一流。电脑颜值高，打开盒看到本本，给人惊艳的感觉，太太非常喜欢。如果能送鼠标，就更完美了。具体性能，待使用后再作评价。
9,16315267592,2021-09-16 22:48:25,5,第一台小米笔记本，RedmoBook Pro14，颜值高，运行很流畅，做工很不错，很有质感，键盘手感很好，很好用，航空铝外壳，小巧精致，非常轻薄，真的很好，性价比也很高，质量也很好，物流也快！用了几天了，值得推荐。
10,16423365730,2021-10-06 21:05:34,5,**上大学了给她买一个电脑，，电脑非常漂亮，不重，女生用很合适，颜值很高，她超级爱星光灰关键屏幕2.5K显示效果很好，14寸刚刚好，充满电不玩游戏可以坚持5个小时我同时还打开了其它乱七八糟，指纹解锁方便的不得了！！开机超级快！！还可以和手机一样呼叫小爱同学&hellip 拿支架垫起来 发烫不是很厉害，推荐，性价比很高。
11,16531904934,2021-10-28 16:18:25,5,小巧，漂亮，边框也不大，性能也很棒，办公轻度设计都没问题。指纹反应也很快，没啥缺点的样子。
12,16230101177,2021-08-31 22:04:26,5,"第一次入手小米的笔记本，预售产品，本来以为要很久才能收到，没想到送货速度很快，包装完好。
笔记本颜值很高，非常的轻薄，整机只有1.5kg，携带方便；
运行速度快，画面清晰流畅，软件打开的速度也很快，使用起来很完美。"
13,16289199579,2021-09-11 20:37:40,5,"外观非常好，模具精细，手感舒适
系统流畅
屏幕显示非常好，2.5k分辨率非常清晰
电量好，电池使用时间6个小时以上
非常不错的笔记本"
14,16233668657,2021-09-01 14:04:38,5,这款电脑给我很惊艳的感觉，屏幕就不多说了，非常清晰且还是玻璃贴合的，屏占比不算突出没到90%以上，现在一般都90以上了，但也可以接受了。然后说下键盘吧，打字非常有质感，键程比较长很有感觉，而且还是可调的背光键盘，触摸板很大，用起来非常方便，键程也不叫突出，音响的效果还可以，有立体感和声音很大，这次的小米笔记本一下子设计比前几代提高了不知多少，我都搞不懂，以前的小米笔记本设计师得审美观真是差劲啊，和华为比不知道差多少，现在基本上一个水平了
15,16389633132,2021-09-30 20:05:51,5,本本收到啦！是帮哥哥买的，日常生活办公用的，小米的产品非常棒！价格很实惠，手感非常好，系统激活非常方便，还送了正版的office ，很喜欢，自己用过很多代的小米手机，非常信赖，希望小米越来越好！
16,16472803713,2021-10-16 21:44:40,5,"运行速度：运行速度很快。开机不到十秒。酷睿i5cpu。16g内存。还有独立显卡。打开文件很快。
屏幕效果：2.5k视网膜屏，十分清晰。看电影看视频一流。
散热性能：散热性能还可以，发热不算很严重。
外形外观：外观造型中规中矩。设计简洁大方。全铝合金外壳。
轻薄程度：整机十分轻薄。显示器十分薄的。
其他特色：配合小米miui+系统，可以连接小米手机。同屏使用@"
17,16566668515,2021-11-03 14:34:43,3,现在还不知道质量好不好用了才知道
18,16255026387,2021-09-05 15:17:16,5,用起来很好，一点不卡，我买的是i7处理器的，独立显卡，屏幕显示效果也很好，无论看电影，还是聊天，都毫无压力，系统顺畅。键盘用起来也很是舒服，推荐大家购买，性价比很高的
19,16291698006,2021-09-12 11:53:10,5,电脑收到了，京东快递一如既往的快，小米的产品还是一如既往的好，自从用了小米，家里的东西基本都是小米的，手机，床垫，洗衣机，风扇，电子秤等等各种家居都首选小米，无论是外观还是其他产品舒适度，各种产品都做的很好，来说说这款笔记本，我认为外观还是比较好看的，颜色是我喜欢的，厚度是属于比较薄的，也不重，14寸大小很合适，比较适合女孩子用，平常办公看电视都是比较合适的，质感不错，看着就很有高级感，用起来也不错，反应很快，下软件都很方便，内存大，不会卡顿，看电视也很高清，还能设置指纹解锁非常方便，也可以使用小爱同学唤醒，语音控制真是太方便啦?很赞，希望小米的产品越做越好??
20,16311733859,2021-09-16 10:43:48,5,"不错不错，首先使用手感很好，很轻很薄
运行速度：很快，办公来说丝毫没有问题
屏幕效果：很高清，确实比其他的更要好
散热性能：目前还没有发热
外形外观：很漂亮，作为一个女生都很喜欢
轻薄程度：很轻，很薄
其他特色：手感也很好，而且颜色大气"
21,16279578836,2021-09-10 09:13:12,5,"运行速度：速度没得说，很快哈，丝滑般流畅，增强版就是强！
屏幕效果：屏幕显示细腻，蓝光护眼，一直看眼镜也没有不适。
散热性能：目前只是简单使用，没听到风扇噪音，散热挺好的。
外形外观：外观漂亮，做工很好。
轻薄程度：很轻薄，出门携带无压力。
其他特色：键盘使用很舒服，指纹解锁也很方便。"
22,16453243360,2021-10-13 01:41:34,5,"运行速度：用了几天了，感觉运行速度还是比较快的。整体感觉还是比较流畅。个人办公加一些ps，CDR等平面设计软件，还有个3d软件的使用和视频剪辑，问题不大。
屏幕效果：2K的屏幕显示效果还是相当细腻的。推荐比例都达到175％了，你可以很方便的进行调光，在弱光环境下也不至于太刺眼。
外形外观：外观相当的低调。全金属的外壳显得很有品质感。做工很不错，表面细微磨砂的效果不容易沾上指纹。可以单手开合也很方便。
轻薄程度：现在移动办公的需求比较明显，所以这个整体还是非常的便捷。很轻薄，放到日常背的书包里面也不重。
散热性能：从目前个人的使用来说，散热都还不错，没有特别发热发烫的情况出现。
其他特色：开机和指纹合2合1的设计真的好方便，而且有雷电接口和高清接口拓展性还不错，基本上可以不用带小尾巴了。如果只是平常办公的话，可以fn+k一键切换静谧模式，还挺省电的，上班一天用下来也差不多能够撑到下班。"
23,16409044293,2021-10-04 15:29:35,5,小米pro14  比较不错孩子上学用 很实用 系统稳定带的office 也很实用 亮度自动调节 充电器一大亮点再也不像以前那个带这一个大黑砖块那样的充电了 孩子学习用很好的一款笔记本
24,16241347193,2021-09-02 21:22:25,5,出差需要一台轻薄笔记本，观望了很久，终于购买这款笔记本，到货就迫不及待打开了，很轻，很薄，符合我的预期，质量也棒棒哒，非常满意的一次购物
25,16446437054,2021-10-11 12:17:49,5,用起来整体感觉很好，比我以前用的要好很多，感觉很流畅，目前来说是很满意的。
26,16454246126,2021-10-13 09:10:20,5,"屏幕效果：屏不掉帧
运行速度：五秒开机 
散热性能：散热效果好

外形外观：非常精致
推荐大家，机智购买"
27,16209212309,2021-08-27 21:46:16,5,今天刚收到，迫不及待打开，整体外观配色很时尚，运行效果不错，之前也是买的红米14，目前还用的很好，支持国产，支持小米，生活更简单更智能！
28,16330401736,2021-09-19 21:14:58,5,这款笔记本电脑将富有现代感的金属外表融入超薄机身上，其超快性能、澎湃音效、超感视界无不是它的闪光点，把快、强、美三点集于一身，可以说红米已经突破自我，能够展现更令人瞩目的作品。
29,16263903234,2021-09-07 11:11:20,5,"性价比非常高，我下单的是MX450款。鲁大师分数显卡7万多
CPU在性能模式加原装100W充电器可以跑11万分。
普通游戏应该够用了。做工也非常赞。
我也测试了核心显卡性能，大概4万多分，看来独显还是比较有用的，哈哈"
30,16575306765,2021-11-04 18:35:10,5,很适合女生，屏幕蛮舒服的，笔记本整体外观时尚潮流，轻薄小巧，方便携带，整体配置较为不错，显示屏细节清晰盈亮，觉得很满意，电脑的外观很漂亮，运行速度和内存都还蛮好的。
31,16369778011,2021-09-27 08:37:19,5,"货很快，已经收到货了，商品和描述的差不多，质量没问题，关键价格也合适，在这里买还是很放心的，好评！
你方便小米 redmipro14 很满意
用了几天。电脑各方面都很满意。
指纹解锁也很方便发"
32,16256300783,2021-09-05 19:44:03,5,"外形外观：全金属外壳，外观很有质感；
屏幕效果：屏幕显示细腻，120高刷不管是电影还是游戏都带来很不错的体验；
运行速度：16+512内存，i5 标压处理器性能稳定；
散热性能：正常情况下，发热控制还算能接受，插着电源的情况下发热严重，明显卡顿；
总之，性价比还是很高的！"
33,16265391211,2021-09-07 15:52:22,5,这个电脑反正质感特别好，摸着挺舒服的，检查了一下，没有坏点，也没有漏光的什么的，刚开始弄也啥也不懂，没有坏的，还有音质好
34,16375722815,2021-09-28 10:29:57,5,"用了近一个月，总体感受还不错，速度很快，
散热性能：不是很烫
屏幕效果：色彩也可以，周围光线暗的话键盘会有夜光效果
外形外观：很喜欢，很高级的样子
轻薄程度：重量轻薄都满意，特意选了14寸
运行速度：很快"
35,16356653391,2021-09-24 22:02:35,5,"运行速度：很快
屏幕效果：很清晰
外形外观：个人是比较喜欢这种设计和触感
其他特色：指纹解锁和雷电4"
36,16271561084,2021-09-08 17:38:29,5,"不错，小米设计一直还不错，配置也很高，帮同事什么
买过几个小米的了
运行速度：很快，开机速度都很不错，很喜欢
屏幕效果：画质很优秀，不是有亮点的屏
散热性能：散热也还好，薄本吗，算是不错了
外形外观：比较中规中矩
轻薄程度：还算可以了"
37,16363894197,2021-09-26 11:22:03,5,高端大气上档次，升级了win11，操作丝滑流畅。屏幕效果也很棒，轻薄，携带方便！还可以用magic mouse2，哈哈。好评好评，性价比很高
38,16620767594,2021-11-11 17:17:17,3,11月9日买的4899没有赠品，11月10日4799还有148元的赠品，买亏了。
39,16406637805,2021-10-03 20:59:47,5,表妹今年上大学了，给她选的笔记本，很喜欢，一收到货就迫不及待打开啦！一打开颜值爆表啊，非常超级薄，屏幕也很清晰，按照步骤一步一步设置，开机后联网就能看电视啦！表妹很喜欢呢，下次有需要还买，也会推荐朋友买的，太棒了！
40,16208780605,2021-08-27 19:57:49,5,买来给新大学生使用的，性能的话很不错，不玩大型游戏的话完全够了，屏幕素质不错，分辨率高。最新的11代cpu真不错，16g+512g的组合刚刚好。价格的话只能说还行吧，外观比较漂亮，全金属确实好看，也比较适合女生使用。mx450的性能还真不错。
41,16410054206,2021-10-04 19:02:20,5,男朋友买的，很喜欢，太开心啦。电脑总的来说性能非常好，版型很好，也很轻巧，携带方便，画质很不错，很喜欢的啦
42,16231913048,2021-09-01 08:57:39,5,"非常漂亮的笔记本，轻薄笔记本，性价比挺高，可以单手开合，速度很快，性能够用，不玩游戏，集成显卡就行了，
屏幕效果：显示细腻，分辨率高，全面屏的边框还是挺窄的，触摸板手势非常实用，方便各种操作，完全可以替代鼠标了！"
43,16365377418,2021-09-26 15:15:53,5,这款小米Pro电脑很棒耶，包装很结实，没有损坏。机身轻薄，携带就很方便。超高颜值，棱角分明，银灰色显得简洁大气。开机很快，全背光键盘很好看，手感很好。全面屏观感非常棒，非常养眼。指纹解锁也很方便。物流很快，一天就到了。
44,16371764315,2021-09-27 15:05:49,5,买来送给媳妇用的，这款本子真的是颜值超高，一个字薄，携带比较方便，很适合女生用。最惊艳到我的是这款本子的屏幕，5千价位简直无敌，显示细腻，色彩饱和！赠送了收纳包，超大鼠标垫和拓展坞。性价比还是很高的！
45,16549823132,2021-11-01 01:01:18,5,速度非常快，配置也很给力，用起来很舒服，客服解答疑问也很及时热心，很喜欢，背光键盘，指纹解锁超级方便，打游戏也不卡，日常使用更是不在话下，屏幕显示超级细腻，真的爱死了
46,16329866991,2021-09-19 19:13:29,5,外观简洁大气，包装完整无破损，开机速度9秒，很快，office，Windows正版激活，目前未发现啥问题，主要用途办公，搞了个贴膜和键盘保护，加了个无线鼠标，电脑包才感觉完整了，要是买了都配全了才好了。电池续航6-7小时。
47,16550255294,2021-11-01 07:15:15,5,"包装很好，用了两周也没有什么太大问题，
散热性能：正常
运行速度：挺快的
屏幕效果：很清晰
轻薄程度：正常"
48,16274168744,2021-09-09 07:57:22,5,小米笔记本不管是颜值还是操作性都是很强的，首先很轻薄，指纹解锁也是一大亮点，整体配置较为不错，显示屏细节清晰盈亮！另外有五点我觉得很不错，一是运行速度很快，开机速度很快。二是声音很好听，我用的酷狗音乐，放的无损音乐，音质真的非常棒。三是摄像头可以关起来，不让它随便开。四是散热很好，用了4小时机子不发烫。五是充足了电用了4小时还有百分之六十的电，小米真的很不错！
49,16290130021,2021-09-12 00:14:52,5,RedmiBook pro14 使用的是最新第11代酷睿i5处理器 运行速度很快 很流畅 以及MX450独立显卡跟超视网膜全面屏看起来素质很高很舒适 机器也很有质感
50,16212204752,2021-08-28 12:47:06,5,"轻薄程度：笔记本的大小非常的小巧，机身重不到1.5kg，携带非常地方便
外形外观：做工真心不错，用起来手感也很好
运行速度：i5-11320H的cpu，用起来很得心应手，不考虑打游戏，用来办公的，性价比特别高"
51,16498128767,2021-10-22 00:06:24,5,特别的轻，外观挺好看的，价格也比较合适，有赠品，孩子很喜欢，运行速度快，散热性能好，屏幕清晰，挺满意的，发货速度也很快，包装很好，值得推荐！
52,16243090149,2021-09-03 09:59:40,5,"看好久了，突然上个增强版毫不犹豫就下单了。键盘手感很软，回弹性也够，敲起来非常静音，屏幕清晰，金属材质看起来也高大上。用的最新i7开发软件很nice。
sql，vs ps各软件都是秒开，比我的旧i5快多了，希望质量过关不让我失望"
53,16233559986,2021-09-01 13:48:06,5,笔记本拿到手了 非常精致 外观很漂亮 性能也够用 物美价廉 小米的东西就是好啊  感觉用起来很流畅 没有卡顿的情况出现 十分给力
54,16311370504,2021-09-16 09:07:36,5,向京东申请了加入商品，包装包装非常坚固。笔记本做工非常好，CNC的全金属机身。支持单手开合，外加指纹识别，高端大气上档次。最新的英特尔标压处理器，速度非常快。屏幕的分辨率很高，高色域屏观感良好。硬盘是国产长江存储硬盘。读写速度较快。键盘敲击手感清脆，识别率良好。4499的价格，青年良品。
55,16607074320,2021-11-09 17:43:38,5,笔电颜值特别高，使用体验很好，尤其是屏幕简直无敌，指纹识别，手机互联，爱了爱了，跑分七十多万，超值！
56,16428289871,2021-10-07 19:25:19,5,宝贝儿收到了！小米笔记本电脑质量有保证，外观时尚，轻薄高端，拿在手上没有什么重量，看到这款笔记本电脑还是新款，出来没有多久，配置又高，速度又很快，声音听歌很棒，没有什么噪音，基本听不到的，很静，我和老婆都很满意，下次再有机会还来小米这里买！非常非常棒！
57,16330634071,2021-09-19 22:15:26,5,第一次入手小米的笔记本，物流很快，银色外观有质感，美观大气，机身轻薄携带方便，画面清晰流畅，续航能力很不错，充电器也很小巧
