,ID,发表时间,满意度,评论
0,16404497096,2021-10-03 12:13:48,5,电脑已经收到，非常满意，颜值不错，运行很快，适合办公学习，自带office办公软件，暂时还没下载游戏，打游戏应该也没有问题，很容易上手，赠品也很多，很好（用后再来追评）。物流很快，客服也很负责哟！
1,16462632943,2021-10-14 23:59:26,5,"屏幕效果：刚刚好不大不小，反应效果很快
外形外观：银色好好看，太喜欢了
轻薄程度：不重反正这个电脑绝了"
2,16346333159,2021-09-22 19:09:10,5,电脑很好，配件很多，服务态度很好，之前订单错误 ，耐心服务
3,16146727419,2021-08-16 20:24:59,5,电脑很棒 运行速度很快 自带微软办公 客服很给力 运送很快 不卡顿 开机快
4,16575242105,2021-11-04 18:29:03,5,"运行速度：很快，真的很棒
屏幕效果：刚刚好
散热性能：很好
外形外观：非常好看
轻薄程度：作为学生用真的很不错很轻薄
其他特色：售后服务也非常好
冲冲冲"
5,16282128083,2021-09-10 17:19:16,5,运行快，屏幕效果好，散热性能强，外形外观很nice 轻薄程度刚刚好 非常适合办公用，客服也非常棒，不懂的一一解答 非常值得购买??
6,16421908278,2021-10-06 16:53:27,5,电脑收到了用了一天，果断把膜全部撕掉了，买过好几家的主机了，这个不光颜值爆表，用起来是真的很丝滑。娱乐办公很流畅，内外兼修！最主要的是售后有保障，客服热情，技术人员专业！还在对比纠结的不要犹豫啦，相信品牌的力量！
7,16068262351,2021-08-01 12:45:57,5,电脑收到了，开机速度非常快，两三秒就可以，客服态度也很好，笔记本两边窄，挺薄，女孩纸非常适合用，办公软件都还可以。
8,16588842123,2021-11-06 21:06:06,5,"运行速度：很好
真的很满意，客服态度也非常好，我一直问问题他也很耐心的解答，而且一定是正品，喜欢的可以下手了，客服态度真的好到没话说
屏幕效果：很好
散热性能：很好"
9,16080501218,2021-08-03 17:14:29,5,电脑很喜欢，开机很快，自己也用着方便，轻薄本，散热好，性能高，办公方便，质量没得说。
10,16056723202,2021-07-29 21:42:53,5,电脑真心不错值得拥有，而且送的礼品也很不错，很容易上手，快递很快！很满意的一次购物！
11,16569838834,2021-11-03 22:35:02,5,刚收到货就立马打开  果然不失所望颜值超高 屏幕 配置一级棒   下单没两天就收到货了  试了一下还不错
12,16127372634,2021-08-13 11:02:52,5,"电脑不错,颜色颜值都很好,用起来也很流畅,赠送的电脑包也很好-京东物流很快,卖家服务很好,值得购买"
13,16602391513,2021-11-08 22:00:56,5,电脑运行速度还是很好的，有问题客服也解决的很及时，外观很好看，手感很好，散热也很好，几乎听不到声音。
