,ID,发表时间,满意度,评论
0,16428839786,2021-10-07 20:44:41,5,"高颜值，高品质，非常好，一分钱一分货，材质外观和质量一看就很上档次，非常喜欢
运行速度：挺快的，主要是我的网络不太好，所以就有些慢了，但是开机打开应用真的很快非常棒。

屏幕效果：是雾面的那种屏幕很清晰，看着让人很舒服。
散热性能：从拿回来5:30~9点一直在用，主机只有一点点热。这一点真的很爱了。
外形外观：非常的高大上，像那种专业人士用的很沉稳大气的感觉。
轻薄程度：薄薄的一层，而且一点都不会，显得很厚重，拿起来也很轻薄。
其他特色：性价比还是挺高的，续航能力也很久。狠狠地爱了。"
1,15845205408,2021-06-21 13:57:43,5,"运行速度：速度很快。鲁大师跑分69万多。说可以玩刀塔，英雄联盟等大型游戏。
屏幕效果：屏幕效果色彩很不错了。
散热性能：散热挺好的，不过夏天最好还是要加一个风扇。
外形外观：外观很高大上，质感很好。很喜欢这个颜色。
轻薄程度：很薄，很好。
其他特色：无线的下载速度非常快。"
2,16235448917,2021-09-01 18:34:20,5,"今天刚到货感觉电脑颜值很棒，键盘按键按起来很舒服屏幕也很大看起来也舒服送了包和鼠标。
运行速度：很快、不卡
屏幕效果：很清晰不刺眼
散热性能：散热风扇声音较小，用了一会不是太热，办公完全够用"
3,16509940023,2021-10-24 09:58:31,5,"15.6寸的刚好够看剧，爱死了爱死了，蓝色的外壳显得很沉稳，客服一直很耐心的给我解决问题。找人验过了，是新机正品。买的时候还有卷，是华硕里面很让人心动的一款笔记本，非常流程，很适合大学生
运行速度：非常快
屏幕效果：分辨率高
散热性能：很佳
外形外观：蓝色好看
轻薄程度：轻薄"
4,16432180805,2021-10-08 13:49:29,5,"运行速度：快
屏幕效果：好
散热性能：行
外形外观：很满意
轻薄程度：刚刚好
其他特色：不错鲁大师跑分69万多"
5,16043200062,2021-07-26 17:14:20,5,精挑细选很久?，最后决定买这一款?，店家发货非常快，包装非常好，物流也超级给力，到货后果然没有让我失望，实物很漂亮?，做工很精细?，面板摸起来非常舒服，开机也很快，激活系统有语音帮忙，非常方便，真是物超所值，特别满意?
6,16569352076,2021-11-03 21:21:19,5,"哇塞，这个电脑真的不错，看看看，速度超级快，颜色也很高级，动作也很迅速，还自带office呢。总而言之，性价比非常好了
散热性能：很棒，散热很快
外形外观：电脑很大
其他特色：快递小哥哥也是很棒哒，态度很温柔动作也很小心，好棒�d ^_^?。快递的包装真的特别特别好?��?"
7,16487179700,2021-10-19 20:37:48,5,值得购买。给力 开机速度挺快的 还有指纹一按就开了 可以玩游戏 大型软件。居然是单风扇 可以买个散热器散热 特别好 给力给力
8,16202298285,2021-08-26 21:29:28,5,"外形外观：外形还是挺?的，黑色很大气，上一个笔记本电脑就是华硕的，用了七年哦，华硕笔记本信得过。
运行速度：运行速度很快，秒开机秒关机，性价比也很高，同样配置的笔记本电脑都没这么划算
屏幕效果：屏幕也不错，特意看了几个视频评价的"
9,16522521144,2021-10-26 18:04:25,5,"开这个电脑非常有仪式感，客服小姐姐/小哥哥也十分耐心呀！????
磨砂的手感，特别高级。爱了，爱了呀！
还在冲电，用用之后会追评的???????????"
