,ID,发表时间,满意度,评论
0,16641939637,2021-11-14 16:02:20,5,"我回来体验了一段时间，体验非常不错，配置特别高，散热方面吧，稍微有一点点不理想，其他的都非常棒。用鲁大师测试了一下，跑分能到65万左右。
运行速度：非常的快。
屏幕效果：3.5k高清屏是这个电脑的最大卖点。
散热性能：玩大型游戏的时候稍微欠佳。
外形外观：相当的nice。
轻薄程度：对于一个男生来说非常的轻薄。"
1,16225770394,2021-08-31 01:00:16,5,"1. 屏幕素质高，采用了3.2K 90Hz超视网膜全面屏显示细腻，色彩丰富，色彩还原好，高分辨，高刷新率，显示精度高，无颗粒感，亮度也高，50%亮度就很亮了。 
2.电源指纹2合一，开机解锁不耽误，非常喜欢这个设计。 3.做工方面，很漂亮的机子，金属材料机身，A、C面使用CNC工艺，整机的一体化更强，接缝平整，可单手开合，屏幕合下后，上下部分也是十分平整。 
4.充电速度快，左边可以充，右边雷田口也可充，这个方便，70whr的大电池保证了良好的续航。 
5.性能方面，i5-11320H 完美融合带来强悍性能,功能齐全，配置高，运行流畅，开机速度快至7秒，自带的核显打英雄联盟没有压力。
6.软件方面，送了正版的office，还适配了MIUI+，配合我的K40进行多屏协同很方便
7.总结，redmibook pro15增强版是一款颜值高，屏幕无敌，做工好的办公本，性价比无敌！"
2,16217288834,2021-08-29 11:56:06,5,十来个小时，真的是非常的快速。这次购物来说，最让我满意的就是京东的快递服务了，下单到收货不过十来个小时，真的是非常的快速。再来说说电脑，性能也是非常的给力，充电和续航同样如此。上课使用的话一天是妥妥够用的。键盘的键位也非常舒服，总之是非常满意的的。
3,15521331841,2021-04-10 22:47:17,5,开机速度很快，屏幕显示效果不错，看起来清晰细腻，电脑做工不错，摸起来挺有质感的，鲁大师跑分26万，感觉不错，办个公，剪辑个视频是可以的。新年给自己一份礼物，2021加油，一切顺利，每个人都很了不起。
4,16222648388,2021-08-30 12:56:01,5,"小米生产，性价比是相当高的！京东上小米商店的价格是原价！小米实体店内无货！
电脑颜值较高，重量非常好，原来一直不会买15存的笔记本，就是感觉太重，这款，完全没有什么感觉，而且大屏，看着就是舒服啊！
质感很不错，光滑细腻！
键盘的键程刚好，很舒服！"
5,16529210413,2021-10-27 23:46:04,5,笔记本电脑下单第二天就收到了，用了一段时间，电脑不错。赞??，电脑外观很好看，制作工艺很精致，材质很好。发货快，包装好。非常不错，放心购买客服态度很好。灰色大气，使用流畅，整体满意。个人非常喜欢
6,16557804381,2021-11-02 09:53:26,5,"运行速度：速度很快，相当不错的机器，超出预期。

屏幕效果：屏幕看着舒服，就是冲着屏幕和颜值买的，很不错

外形外观：外观没的说，绝对对得起票价。
轻薄程度：不重，携带方便。"
7,16215617761,2021-08-28 23:14:38,5,"运行速度：很好，流程
屏幕效果：显示细腻，3.2k屏无可挑剔

散热性能：不打游戏，轻轻松松没问题
外形外观：外观简洁，商务风
轻薄程度：轻薄本，比较轻，很薄
其他特色：MIUI+很好用"
8,16224065097,2021-08-30 17:04:08,5,"运行速度：很不错，很快流畅
屏幕效果：显示屏非常给力
散热性能：有些发热，不知道以后会不会好点
外形外观：十分满意
轻薄程度：还行，没有特别薄
其他特色：总体还是很满意"
9,15590887208,2021-04-22 23:08:43,5,"1. 屏幕素质高，主要体现在色彩还原好，高分辨，显示精度高，无颗粒感，亮度也高，我的只用50%亮度。
2.扬声器外放，清晰大声，立体声。
3.做工方面，机身刚性强，接缝平整，可单手开合，屏幕合下后，上下部分也是十分平整。
4.充电速度快，左边可以充，右边雷田口也可充，这个方便。
5.性能方面，开机速度快7至20秒，插电鲁大师跑分30万，不插电跑分19万，这差别大。"
10,15844570188,2021-06-21 12:06:16,5,纠结了好长时间了，最后还是决定选择了小米这款笔记本电脑，打开的瞬间，当初的决定是正确的，这款电脑的性价比很高，关键是显示屏OLED。太惊艳了，配置上也是相当给力，绝对能够媲美其他品牌。当然京东商城物流配送速度也是很给力的，转天早上就到了。真心推荐给大家购买！
11,16369744513,2021-09-27 08:22:57,5,屏幕清晰度超乎寻常的好，再加上防蓝光模式，对眼睛极为友好，程序响应快捷，外观令人眼前一亮，做工精细，必须赞一个！
12,16259248491,2021-09-06 13:37:49,5,电脑非常好，开机速度非常快，画面很清晰，屏幕也很大，运行挺快，性能不错。挺轻薄的，外观也很漂亮，特别是插口不少，有三个，基本满足了日常需求。强烈推荐！
13,16223819456,2021-08-30 16:24:59,5,第一次用笔记本，整体挺好得，屏幕够大，续航时间是真得给力，而且充电还特别快，工作生活完全够用了
14,16549567372,2021-10-31 23:32:18,5,这个电脑比第一代的时候强了很多，不管是材料质感，还是显示效果，屏占比，键盘舒适度都很赞，值得推荐！
15,16374130272,2021-09-27 23:08:07,5,"运行速度：不错，反应快，运行流畅
屏幕效果：明亮，清晰
散热性能：得垫高，散热口不能遮挡，散热效果更好
外形外观：外观金属，高端
物流很快，次日达，不愧是京东配送。
轻薄本，很轻巧。"
16,16212200155,2021-08-28 12:44:20,5,"很漂亮的机子，金属材料机身，A、C面使用CNC工艺，整机的一体化更强,性能好，i5-11320H  完美融合带来强悍性能,功能齐全，配置高，运行流畅，屏幕特别值得称赞，采用了3.2K 90Hz超视网膜全面屏显示细腻，色彩丰富，性价比高，值得购买。希望redmi book 越做越好，售后也要越来越好！"
17,16272970426,2021-09-08 22:02:10,5,RedmiBook Pro15这款外壳用铝合金材料，特殊工艺处理后手感光滑，轻薄而且屏幕边框很窄，科技感十足，轻银灰色使它看上去很商务。整体外观跟我的苹果MacBook pro放一起毫不逊色。个人选红米没有选小米pro，两款机最大区别是屏幕，oled目前来看性价比不如lcd，省了1600，屏幕也能接受，发热不明显，色彩偏鲜艳，可以调屏幕色温，完全能满足我的使用需求
18,16212296244,2021-08-28 13:05:03,3,中等吧，用久发烫厉害
19,16246404099,2021-09-03 21:47:38,5,电脑很好用，开机很快，性能也很好，充电器很方便，电脑很轻，方便外出带，屏幕效果很好，还有贴心的护眼模式。整体来说还是不错的，很喜欢。
20,16378075371,2021-09-28 19:05:30,5,笔记本非常的轻薄，电池很大70Wh，配备了100w的充电器，充电速度非常快，半个小时就可以回血一半的电量。屏幕的素质也非常的好3.2k屏幕非常的清晰，配合90Hz刷新率，在浏览网页时非常的流畅、顺滑。指纹识别真的非常方便，按下开机键自动识别指纹，可以直接进入桌面，非常省时省力。性能还是挺不错的，日常的办公、ps完全没问题。
21,16508483894,2021-10-23 21:41:36,5,"比较薄，外观金属感超强，屏幕感超好，画面细腻！
开关机超快，键盘舒服?，系统流畅！
最重要的是-性价比高，比其它品牌 差不多配置的要便宜很多！
小米就是性价比高！支持国货！"
22,16563279987,2021-11-03 00:05:40,5,"太爱了，这质感，灰常舒服，不太喜欢打游戏，足够用了，一些游戏也能简单运行，屏幕分辨率真的高，用的手机2k屏，电脑直接3.2k，爱了爱了，可以免费升级win11,用着很流畅，玩了几个小时，也不怎么发热，相信小米，加油，"
23,16272429988,2021-09-08 20:16:08,5,笔记本外观时尚，轻薄小巧，方便携带，配置较为不错，显示屏细节清晰盈亮。灰色版高端大气，键盘触感很不错，而且网速运行很迅速，方便我平时作业。整体来说这款笔记本还是很不错的，在家用和上学用都挺适合。
24,15995770579,2021-07-17 09:43:38,5,小米的笔记本儿还真不错，价格合适，功能齐全，面板也非常漂亮，字体图片显示清楚。各种接口都非常齐全，还能无线连接手机，太方便了。非常满意的一次购物。
25,16035448945,2021-07-24 23:11:24,5,很喜欢，买它是因为华为的16没有独显，刚好工作的软件需要独显，就选了这个，不太追求极致的性能，追求颜值，因为有台式机。很满意，屏幕很赞，刚好手机也是小米
26,15614197783,2021-04-29 08:27:58,5,"价格实惠，性价比高。
Oled屏幕在这个价位的笔记本是独一档，色彩鲜艳，细腻。
键盘手感比上一代好很多，打字很舒服，声音也小不少。
机身重量比上代小，放包里不觉得重。"
27,15819198463,2021-06-17 07:46:00,5,"刚开始用，还不错，看起来很薄，屏幕很清晰，希望能用时间长点。能够坚持5年！
屏幕效果：清晰
外形外观：薄
运行速度：快"
28,15686996369,2021-05-18 11:40:04,5,"运行速度：非常棒！
屏幕效果：你绝对想不到的惊艳！！！！
散热性能：一般！开电脑热点会发热！
外形外观：大气，高端，商务，触控板下面有点硌手！！
轻薄程度：够了！！"
29,16331851728,2021-09-20 07:31:16,5,"运行速度：非常快，开机就几秒
屏幕效果：显示效果清晰，色彩正，后期设计和视频剪辑推荐
散热性能：散热好，噪音小，
外形外观：外观漂亮，很有高大上的样子，值得推理和拥有"
30,16291056711,2021-09-12 09:05:30,5,"小米的笔记本第一次用，首先是电脑配置较高，运行速度流畅，屏幕分辨率高，很清晰。
散热性能：高
外形外观：时尚
轻薄程度：笔记本薄，缝隙衔接很密。
开机速度很快，注册好了后即可激活Windows10和office。
目前用起来得心应手。"
31,15973920862,2021-07-12 17:49:17,5,"因为之前笔记本突然键盘罢工，趁着618活动买了这个小米笔记本。物流确实很快，就是快递员有点缺心眼，不过官方客服还是很给力的，挺迅速圆满地解决了问题，这里要先给个大大的赞。
收到笔记本后，第一质感很好，轻薄，做工精细，屏幕分辨率很高，特地拿到后放了一下午的4k的视频，对比画质很不错，处理效果也是非常令人满意的。内部预先安装了office系统，根据步骤激活即可。有什么问题可以找客服，服务还是很不错的，整体很满意"
32,15595931162,2021-04-24 12:27:07,5,"运行速度：非常流畅
屏幕效果：本人做设计，对颜色还原要求比较高，色彩还原度非常不错
散热性能：散热性能不错，整体温度保持的不错
外形外观：外形很NICE，满满的工艺手感
轻薄程度：很薄，购买的是小米15PRO，比办公轻薄本还是厚一点点。
其他特色：整台机器运行平面设计软件都没有问题，本人常用CDR，PS，AI"
33,16228494024,2021-08-31 16:27:59,5,"屏幕效果：显示效果一级棒，3k屏幕真的很清晰 加上90hz刷新率看文档棒棒哒
外形外观：cnc工艺  整机做工显得十分的精致 很好看

轻薄程度：对于15.6寸的屏幕而言已经算很轻薄了"
34,15572063979,2021-04-18 00:56:14,5,满五星好评，虽然预约下单好几天好几次终于才成功，虽然从采购中到从快递小哥手上拿到包裹花了一周多，但是但是看到真机的那一刻，我就认定这一切等待都是值得的，超高颜值，开机速度最快能达9秒！！！有视频作证有真相。用过好几天了办公性能 绰绰有余，屏幕显示色彩很好看，小米出品必属精品！
35,16283587452,2021-09-10 22:22:43,5,电脑摸起来质感很好，转轴很好，首次开机必须插电源才行，首次要注册账号，不知道怎么跳过，这点差评，屏幕看起来不错，刷新90hz。用起来很顺滑，暂时没发现什么问题。
36,15608412628,2021-04-27 16:44:02,5,屏幕效果很好，色彩很鲜艳，开机相应很快，声音开到最大确实会破音，音响不行。吐槽一下这次的物流速度真的没有达到京东的水平。重量还是很重的，毕竟全铝机身。
37,16306673879,2021-09-15 09:06:52,5,"运行速度：非常流畅
屏幕效果：细腻保真
散热性能：没有发热严重现象
外形外观：高端大气，非常喜欢
轻薄程度：轻薄，很适合携带，女孩子用完全可以"
38,15640945136,2021-05-06 18:07:31,3,除了没有电脑自带的usb口和小键盘不是很方便以外其他的都还可以，屏幕不错
39,16280585229,2021-09-10 12:13:10,5,电脑包装很好，外观10分，到了以后仔细检查没有任何划痕。开机速度快，反应迅速，显示效果突出，颜色正常。总体上非常满意，其他的得用一段时间才能了解。
40,16330174523,2021-09-19 20:27:16,5,"发货及时，包装到位，做工精细，质量保证！
运行速度：绝佳
屏幕效果：绝佳
散热性能：绝佳
外形外观：绝佳
轻薄程度：绝佳
其他特色：免费预装视窗操作系统和办公应用软件超划算快捷！比同类配置产品性价比超级高！真不愧是我心目中的绝佳产品！从五年前购买小米的手机开始就对小米的电子产品信心满满！小米加油?！我挺你！"
41,16294492666,2021-09-12 21:54:32,5,"运行速度：非常快，已经是买的第二台啦
屏幕效果：3.5k oled屏幕，显示效果非常的棒
散热性能：打游戏也不烫，很好
外形外观：外观设计很666，时尚的很"
42,16206323115,2021-08-27 12:59:34,5,"本来预计3天到的，没想到第二天就到了，京东快递就是快。
笔记本超级棒，开机飞快，而且这显示效果简直无敌了，但也因为分辨率太高，导致有些情况下，部分字体会发虚，但并不会影响使用。真赞，小米"
43,15590049299,2021-04-22 19:06:32,5,7年没有换电脑了。终于换了自己心仪的小米pro15。收到很是满意。屏幕是真牛，处理速度很快，外观没得说。买来后立马打开，打开包装真香...有图。没有买的朋友看看。值得下手。我买的是最高配置，我是买了用了有一周多的时间了才晒图的。大家喜欢小米的话，而且需要笔记本单位，这款是真可以下手。感观实际使用都很棒，建议购买。
44,16289802542,2021-09-11 22:35:59,5,"外观：外观漂亮，颜值惊人，航空铝材，匠心之选，做工精致，尤其屏幕秒杀一众品牌；
性能：配置出众，开机速度极快，运行程序流畅，小爱加持，加分之选，手机跨屏，无缝连接，极致体验；
物流：迅速快捷，极速发货，无与伦比。
结语：东东不错，物有所值，推荐购买！"
45,16529360561,2021-10-28 01:41:44,5,"屏幕效果：太喜欢这个本本屏幕了，特别清晰，看着特别舒服。
运行速度：idea多开，游戏也不会卡顿，pubg中高画质玩儿起来还可以，挺流畅的，不错。
散热性能：可以切换运行模式，玩儿游戏开极速模式声音还是有点，不明显"
